,imdb_score,director_name,movie_title
1063,5.8,Stephen Frears,Mary Reilly 
2261,5.8,Paul Abascal,Paparazzi 
1313,5.8,Jean-Marie Poiré,Just Visiting 
3304,5.7,Stewart Raffill,The Ice Pirates 
3070,5.7,Rowan Joffe,Brighton Rock 
3934,5.7,Mora Stephens,Zipper 
871,5.7,Akiva Schaffer,The Watch 
2570,5.7,Clare Kilner,How to Deal 
4639,5.7,Kat Coiro,L!fe Happens 
4775,5.7,Joel Paul Reisig,Rodeo Girl 
4052,5.7,Tod Williams,Paranormal Activity 2 
1207,5.7,Bobby Farrelly,Dumb and Dumber To 
4408,5.7,Yimou Zhang,"A Woman, a Gun and a Noodle Shop "
2008,5.7,Taylor Hackford,Love Ranch 
2023,5.7,Tim Story,Think Like a Man Too 
4589,5.7,Griffin Dunne,Lisa Picard Is Famous 
4336,5.7,James Cox,Straight A's 
3330,5.7,Ekachai Uekrongtham,Skin Trade 
4333,5.7,Paul Bunnell,The Ghastly Love of Johnny X 
4426,5.7,Adam Green,Hatchet 
1492,5.7,David Ayer,Sabotage 
3306,5.7,Bart Freundlich,Trust the Man 
4009,5.7,Akiva Schaffer,The Watch 
1484,5.7,John Milius,Flight of the Intruder 
915,5.7,Garry Marshall,Valentine's Day 
4048,5.7,Brandon Cronenberg,Antiviral 
4159,5.7,George A. Romero,Diary of the Dead 
2752,5.7,Daniele Luchetti,Chiamatemi Francesco - Il Papa della gente 
342,5.7,Simon West,Lara Croft: Tomb Raider 
3457,5.7,Joe Dante,The Hole 
1327,5.7,Jeff Nathanson,The Last Shot 
4726,5.7,Chris Kentis,Open Water 
1341,5.7,Jonathan Lynn,Sgt. Bilko 
4621,5.7,Stefan C. Schaefer,My Last Day Without You 
306,5.7,Peter Hyams,End of Days 
2756,5.7,Gregory Jacobs,Magic Mike XXL 
959,5.7,Andy Fickman,Race to Witch Mountain 
1935,5.7,David Gordon Green,The Sitter 
1272,5.7,Christian Duguay,The Art of War 
2637,5.7,Joel Gallen,Not Another Teen Movie 
2989,5.7,Roger Spottiswoode,The Pursuit of D.B. Cooper 
1266,5.7,Steven Brill,Drillbit Taylor 
791,5.7,Scott Stewart,Priest 
894,5.7,Walter Hill,Bullet to the Head 
2685,5.7,Mike Nawrocki,The Pirates Who Don't Do Anything: A VeggieTales Movie 
2767,5.7,Vidhu Vinod Chopra,Broken Horses 
2612,5.7,JK Youn,Tidal Wave 
4164,5.7,Thorbjørn Christoffersen,Journey to Saturn 
3324,5.7,Martyn Pick,"Ultramarines: A Warhammer 40,000 Movie "
1521,5.7,Gabriele Muccino,Playing for Keeps 
287,5.7,Tim Burton,Planet of the Apes 
3475,5.7,Salim Akil,Jumping the Broom 
782,5.7,Peter Hyams,The Relic 
376,5.7,Paul Verhoeven,Hollow Man 
1280,5.7,Stephen Hopkins,The Reaping 
4753,5.7,C. Jay Cox,Kiss the Bride 
2978,5.7,Scott Alexander,Screwed 
3007,5.7,Yimou Zhang,"A Woman, a Gun and a Noodle Shop "
4058,5.7,James DeMonaco,The Purge 
1570,5.7,Tom Reeve,George and the Dragon 
2401,5.7,Kevin Rodney Sullivan,Barbershop 2: Back in Business 
1809,5.7,Todd Graff,Joyful Noise 
1854,5.7,Garry Marshall,New Year's Eve 
731,5.7,Ryan Murphy,Eat Pray Love 
2388,5.7,Danny Pang,Out of Inferno 
4534,5.7,Levan Gabriadze,Unfriended 
686,5.7,Michael Lehmann,Hudson Hawk 
2839,5.7,Renny Harlin,A Nightmare on Elm Street 4: The Dream Master 
2382,5.7,Emile Ardolino,The Nutcracker 
2161,5.7,Jeannot Szwarc,Jaws 2 
1829,5.7,Barry Levinson,What Just Happened 
1006,5.7,John Carpenter,Escape from L.A. 
544,5.7,F. Gary Gray,Be Cool 
2878,5.7,Paul Weitz,Admission 
496,5.7,Joe Dante,Looney Tunes: Back in Action 
3217,5.7,Joshua Seftel,"War, Inc. "
2855,5.7,John Lafia,Child's Play 2 
1387,5.7,John Frankenheimer,Reindeer Games 
3378,5.7,John Schultz,Drive Me Crazy 
3842,5.7,Randal Kleiser,The Blue Lagoon 
2175,5.7,Charles Stone III,Drumline 
4228,5.7,Steve Miner,Friday the 13th Part III 
502,5.7,Antony Hoffman,Red Planet 
4954,5.7,Nathan Smith Jones,The Work and the Story 
2357,5.7,Jake Kasdan,Bad Teacher 
2344,5.7,Alejandro Amenábar,Regression 
3831,5.7,Nicolas Winding Refn,Only God Forgives 
1544,5.7,Jared Hess,Nacho Libre 
4280,5.7,Kevin Tenney,Witchboard 
1794,5.7,Camille Delamarre,Brick Mansions 
2398,5.7,Mike Mitchell,Deuce Bigalow: Male Gigolo 
2808,5.7,James Ivory,Jefferson in Paris 
4875,5.7,Corbin Bernsen,Rust 
3908,5.7,Tim Burton,Planet of the Apes 
4321,5.7,Conor McMahon,Stitches 
4203,5.7,Michael D. Sellers,Eye of the Dolphin 
2784,5.7,Kevin Bray,All About the Benjamins 
1065,5.7,Joe Roth,America's Sweethearts 
2793,5.7,Tom Holland,Thinner 
4478,5.7,Youssef Delara,Filly Brown 
2269,5.7,Nimród Antal,Armored 
3635,5.7,Rick Bieber,The 5th Quarter 
4112,5.7,Whit Stillman,Damsels in Distress 
1410,5.7,Seth Gordon,Identity Thief 
819,5.7,Peter MacDonald,Rambo III 
37,5.7,Michael Bay,Transformers: Age of Extinction 
4465,5.7,Boris Rodriguez,Eddie: The Sleepwalking Cannibal 
3245,5.7,Patrick Lussier,White Noise 2: The Light 
5012,5.7,David Ayer,Sabotage 
2110,5.7,Uli Edel,The Little Vampire 
3132,5.7,Salim Akil,Sparkle 
1730,5.7,Olivier Dahan,Grace of Monaco 
2432,5.7,Jessie Nelson,Love the Coopers 
471,5.7,Ivan Reitman,Six Days Seven Nights 
167,5.7,Ang Lee,Hulk 
2443,5.7,Rob Reiner,And So It Goes 
1078,5.7,Garry Marshall,The Princess Diaries 2: Royal Engagement 
3204,5.7,Eric Blakeney,Gun Shy 
1370,5.7,Kirk Jones,What to Expect When You're Expecting 
1509,5.7,Joachim Rønning,Bandidas 
4504,5.6,Laurent Bouhnik,Q 
2873,5.6,Blair Hayes,Bubble Boy 
506,5.6,Paul W.S. Anderson,Pompeii 
796,5.6,Brian De Palma,The Black Dahlia 
3358,5.6,Jay Chandrasekhar,Club Dread 
3785,5.6,Billy Kent,The Oh in Ohio 
4625,5.6,Robert Heath,Truth or Die 
2732,5.6,Khalil Sullins,Listening 
803,5.6,Walter Salles,Dark Water 
1696,5.6,Rob Reiner,Alex & Emma 
2742,5.6,Russell Mulcahy,Silent Trigger 
1434,5.6,Dennis Dugan,The Benchwarmers 
1720,5.6,Kaige Chen,The Promise 
2711,5.6,Wil Shriner,Hoot 
453,5.6,Seth Gordon,Four Christmases 
3413,5.6,Keith Gordon,The Singing Detective 
828,5.6,Sean Anders,That's My Boy 
1725,5.6,Simon West,Wild Card 
4592,5.6,Johnny Remo,Hardflip 
841,5.6,Tom Shadyac,The Nutty Professor 
4563,5.6,James Toback,Two Girls and a Guy 
1375,5.6,Kevin Smith,Cop Out 
467,5.6,Shawn Levy,The Pink Panther 
482,5.6,Ron Underwood,Mighty Joe Young 
1811,5.6,Steve Miner,Lake Placid 
1352,5.6,Luis Mandoki,Angel Eyes 
1349,5.6,Michael Apted,Enough 
423,5.6,Tarsem Singh,Mirror Mirror 
1711,5.6,Brad Furman,Runner Runner 
498,5.6,Richard Donner,Timeline 
4604,5.6,Darren Stein,Sparkler 
568,5.6,Andy Tennant,Fool's Gold 
3454,5.6,Jeta Amata,Black November 
2856,5.6,Sam Miller,No Good Deed 
3381,5.6,Jonas Elmer,New in Town 
1331,5.6,Michael Lehmann,Because I Said So 
4064,5.6,Kunihiko Yuyama,Pokémon 3: The Movie 
1913,5.6,John Eng,Rugrats Go Wild 
3013,5.6,Renny Harlin,5 Days of War 
3893,5.6,Henry Hobson,Maggie 
2364,5.6,William Malone,House on Haunted Hill 
1116,5.6,Mathieu Kassovitz,Babylon A.D. 
3693,5.6,Liv Ullmann,Miss Julie 
2426,5.6,Brandon Camp,Love Happens 
1142,5.6,Brian Gibson,The Juror 
3670,5.6,Darren Grant,Diary of a Mad Black Woman 
3121,5.6,Bob Dolman,The Banger Sisters 
2092,5.6,Christopher Spencer,Son of God 
2488,5.6,Jim Gillespie,I Know What You Did Last Summer 
4334,5.6,Phil Morrison,All Is Bright 
203,5.6,Robert Schwentke,R.I.P.D. 
2064,5.6,Michael Dinner,The Crew 
1922,5.6,Victor Salva,Jeepers Creepers II 
2498,5.6,Michael Lehmann,40 Days and 40 Nights 
2501,5.6,Daniel Barnz,Beastly 
2503,5.6,Sam Weisman,Dickie Roberts: Former Child Star 
4831,5.6,Niall Johnson,The Big Swap 
222,5.6,Tim Story,Fantastic 4: Rise of the Silver Surfer 
105,5.6,Wolfgang Petersen,Poseidon 
3728,5.6,Ice Cube,The Players Club 
1550,5.6,Justin Zackham,The Big Wedding 
1100,5.6,Jesse Dylan,Kicking & Screaming 
2263,5.6,Chris Koch,A Guy Thing 
1520,5.6,Hugh Hudson,I Dreamed of Africa 
2281,5.6,Renny Harlin,12 Rounds 
2217,5.6,Nelson McCormick,The Stepfather 
2305,5.6,Robert Rodriguez,Machete Kills 
3195,5.6,Harley Cokeliss,Malone 
42,5.6,Martin Campbell,Green Lantern 
1530,5.6,David R. Ellis,Snakes on a Plane 
3180,5.6,Scott Kalvert,Deuces Wild 
1031,5.6,Mike Nichols,What Planet Are You From? 
4979,5.6,Joe Swanberg,Happy Christmas 
4978,5.6,Brandon Trost,The FP 
1539,5.6,David Wain,Wanderlust 
4966,5.6,Dan Reed,Closure 
2352,5.6,James McTeigue,Survivor 
1093,5.6,David McNally,Coyote Ugly 
1017,5.6,David Gordon Green,Your Highness 
2035,5.6,Robert Luketic,Win a Date with Tad Hamilton! 
2497,5.6,Kevin Greutert,Saw 3D: The Final Chapter 
4685,5.6,Jonathan Levine,All the Boys Love Mandy Lane 
1956,5.6,James Bridges,"Bright Lights, Big City "
613,5.6,Joel Schumacher,Bad Company 
2693,5.6,Albert Brooks,The Muse 
1959,5.6,Richard Kelly,The Box 
596,5.6,Paul W.S. Anderson,AVP: Alien vs. Predator 
4711,5.6,Gene Teigland,Arnolds Park 
924,5.6,Steve Oedekerk,Barnyard 
595,5.6,M. Night Shyamalan,Lady in the Water 
1650,5.6,John Stockwell,Blue Crush 
2640,5.6,Rob Cohen,The Skulls 
4710,5.6,Jon Gunn,Mercy Streets 
1950,5.6,Troy Nixey,Don't Be Afraid of the Dark 
885,5.6,Karey Kirkpatrick,Imagine That 
1470,5.6,Gary Chapman,Valiant 
372,5.6,Chris Columbus,Pixels 
350,5.6,Renny Harlin,Cutthroat Island 
3549,5.6,Mark Tonderai,House at the End of the Street 
3367,5.6,Martin Lawrence,A Thin Line Between Love and Hate 
624,5.6,Will Finn,Legends of Oz: Dorothy's Return 
2624,5.6,Tyler Perry,Why Did I Get Married? 
897,5.6,Anthony Russo,"You, Me and Dupree "
878,5.6,Andrew Davis,Chain Reaction 
4356,5.6,Daniel Stamm,The Last Exorcism 
1994,5.6,David R. Ellis,Snakes on a Plane 
2566,5.6,Nick Gomez,Drowning Mona 
634,5.6,Joseph Ruben,Money Train 
383,5.6,Brian De Palma,Mission to Mars 
4655,5.6,Rich Christiano,Time Changer 
951,5.6,Tom Dey,Failure to Launch 
1923,5.6,Mark Helfrich,Good Luck Chuck 
3295,5.5,Daniel Taplitz,Breakin' All the Rules 
1701,5.5,Neil Jordan,In Dreams 
3190,5.5,John Putch,Atlas Shrugged II: The Strike 
721,5.5,Steve Carr,Daddy Day Care 
1681,5.5,Charles Stone III,Mr 3000 
1516,5.5,Simon West,Stolen 
1525,5.5,Andrzej Bartkowiak,Exit Wounds 
4246,5.5,Anthony O'Brien,The Timber 
584,5.5,Garry Marshall,Runaway Bride 
3143,5.5,Mark Rosman,The Perfect Man 
1675,5.5,Brett Leonard,Virtuosity 
3046,5.5,Tobe Hooper,Invaders from Mars 
3098,5.5,Geoffrey Sax,White Noise 
3077,5.5,Ruairi Robinson,The Last Days on Mars 
4322,5.5,Chris Shadley,Nine Dead 
4451,5.5,Edward Dmytryk,Shalako 
4454,5.5,Jon Knautz,Girl House 
4132,5.5,David Wain,They Came Together 
1582,5.5,Paul Feig,Ghostbusters 
4131,5.5,Marcio Garcia,Open Road 
4422,5.5,Simeon Rice,Unsullied 
3167,5.5,Jorma Taccone,MacGruber 
737,5.5,Chuck Russell,The Scorpion King 
3126,5.5,Greg Coolidge,Employee of the Month 
652,5.5,Lawrence Kasdan,Dreamcatcher 
657,5.5,Michael Lembeck,The Santa Clause 2 
3235,5.5,Michael Meredith,The Open Road 
1489,5.5,Dominic Sena,Whiteout 
1666,5.5,Sam Weisman,What's the Worst That Could Happen? 
727,5.5,Peter Billingsley,Couples Retreat 
4362,5.5,J. Lee Thompson,Battle for the Planet of the Apes 
1691,5.5,Howard Deutch,The Whole Ten Yards 
708,5.5,Tim Hill,Hop 
4477,5.5,Douglas Cheek,C.H.U.D. 
4928,5.5,Melvin Van Peebles,Sweet Sweetback's Baadasssss Song 
2157,5.5,Adam Shankman,Bringing Down the House 
113,5.5,Oliver Stone,Alexander 
922,5.5,Paul Hunter,Bulletproof Monk 
2668,5.5,Robert Harmon,Nowhere to Run 
341,5.5,Sergey Bodrov,Seventh Son 
904,5.5,Harold Becker,Domestic Disturbance 
2676,5.5,David Nutter,Disturbing Behavior 
4680,5.5,Ti West,The Innkeepers 
360,5.5,McG,Charlie's Angels 
2361,5.5,Steve Beck,Thir13en Ghosts 
92,5.5,Roland Emmerich,Independence Day: Resurgence 
4863,5.5,Greg Harrison,November 
882,5.5,Karyn Kusama,Æon Flux 
379,5.5,Jan de Bont,Lara Croft Tomb Raider: The Cradle of Life 
293,5.5,Paul Weitz,Little Fockers 
1252,5.5,Joan Chen,Autumn in New York 
1918,5.5,Bille Woodruff,Beauty Shop 
1139,5.5,Andy Tennant,The Bounty Hunter 
4839,5.5,Jesse Peretz,"First Love, Last Rites "
2517,5.5,Paul Weitz,American Dreamz 
2527,5.5,Richard Kelly,Southland Tales 
2041,5.5,Alexandre Aja,Piranha 3D 
2467,5.5,Tran Anh Hung,I Come with the Rain 
981,5.5,John Landis,Beverly Hills Cop III 
187,5.5,Bill Condon,The Twilight Saga: Breaking Dawn - Part 2 
174,5.5,Bill Condon,The Twilight Saga: Breaking Dawn - Part 2 
2557,5.5,Sheldon Lettich,Double Impact 
2444,5.5,Jeff Kanew,Troop Beverly Hills 
3614,5.5,Matt Piedmont,Casa de mi Padre 
1200,5.5,Wes Craven,Scream 3 
262,5.5,Raja Gosnell,The Smurfs 
163,5.5,Alex Proyas,Gods of Egypt 
150,5.5,Paul Feig,Ghostbusters 
2707,5.5,David Raynr,Whatever It Takes 
371,5.5,Dennis Dugan,You Don't Mess with the Zohan 
1917,5.5,Fred Wolf,The House Bunny 
834,5.5,Adam Shankman,The Pacifier 
2796,5.5,Chris Rock,I Think I Love My Wife 
3416,5.5,Andrew Wilson,The Wendell Baker Story 
2197,5.5,Kevin Rodney Sullivan,How Stella Got Her Groove Back 
4996,5.5,Malcolm Goodwin,A True Story 
2776,5.5,Jamie Blanks,Urban Legend 
468,5.5,Scott Derrickson,The Day the Earth Stood Still 
4014,5.5,Avi Nesher,Taxman 
3811,5.5,Eric Bross,We Have Your Husband 
2841,5.5,Danny Leiner,"Dude, Where's My Car? "
2214,5.5,Steve Beck,Ghost Ship 
2770,5.5,Patrick Lussier,My Bloody Valentine 
1083,5.5,Robert Luketic,Monster-in-Law 
2341,5.5,Daniel Algrant,People I Know 
807,5.5,David Koepp,Mortdecai 
1075,5.5,David Zucker,Scary Movie 3 
1353,5.5,John Pasquin,Joe Somebody 
2766,5.5,John Cornell,Crocodile Dundee II 
2296,5.5,Les Mayfield,The Man 
4602,5.5,Benjamin Dickinson,Creative Control 
3448,5.5,Larry Charles,Masked and Anonymous 
421,5.5,Andrew Davis,Collateral Damage 
4633,5.5,Blair Erickson,Banshee Chapter 
3829,5.5,Tobe Hooper,The Texas Chainsaw Massacre 2 
2724,5.5,Katja von Garnier,Blood and Chocolate 
4489,5.5,Scott Derrickson,The Day the Earth Stood Still 
1032,5.5,Patrick Lussier,Drive Angry 
4316,5.4,Catherine Hardwicke,Plush 
5006,5.4,Damir Catic,Her Cry: La Llorona Investigation 
647,5.4,Doug Lefler,The Last Legion 
5031,5.4,Thomas L. Phillips,Sanctuary; Quite a Conundrum 
2124,5.4,John Curran,Stone 
2343,5.4,Julie Taymor,The Tempest 
678,5.4,Paul W.S. Anderson,Resident Evil: Retribution 
4306,5.4,Danny Provenzano,This Thing of Ours 
143,5.4,Simon Wells,Mars Needs Moms 
4917,5.4,James Kerwin,Yesterday Was a Lie 
4297,5.4,Mitchell Lichtenstein,Teeth 
62,5.4,Lana Wachowski,Jupiter Ascending 
4934,5.4,Pat Holden,When the Lights Went Out 
2368,5.4,Shawn Levy,Just Married 
2170,5.4,Keenen Ivory Wayans,White Chicks 
4974,5.4,Julie Davis,"I Love You, Don't Touch Me! "
74,5.4,Tom Shadyac,Evan Almighty 
2185,5.4,Steve Trenbirth,The Jungle Book 2 
4953,5.4,Nate Parker,The Birth of a Nation 
3118,5.4,Brett Leonard,The Lawnmower Man 
538,5.4,Thor Freudenthal,Hotel for Dogs 
2061,5.4,Jonathan Newman,The Adventurer: The Curse of the Midas Box 
228,5.4,Rob Minkoff,Stuart Little 2 
386,5.4,Mick Jackson,Volcano 
1687,5.4,Ellory Elkayem,Eight Legged Freaks 
4627,5.4,Jeffrey St. Jules,Bang Bang Baby 
4607,5.4,Frank Whaley,The Jimmy Show 
425,5.4,Jon Amiel,The Core 
1878,5.4,Oleg Stepchenko,Viy 
2972,5.4,Wallace Wolodarsky,Sorority Boys 
2778,5.4,Tyler Perry,Good Deeds 
449,5.4,Dennis Dugan,Grown Ups 2 
2798,5.4,Shawn Levy,Big Fat Liar 
2800,5.4,Mark Waters,Head Over Heels 
2801,5.4,Josh Schwartz,Fun Size 
2950,5.4,John Frankenheimer,Prophecy 
4551,5.4,Eli Roth,The Green Inferno 
547,5.4,Robert Luketic,Killers 
2940,5.4,David Moreau,The Eye 
2893,5.4,John Stainton,The Crocodile Hunter: Collision Course 
1786,5.4,Michael Ritchie,A Simple Wish 
1785,5.4,Brian Levant,The Spy Next Door 
2697,5.4,RZA,The Man with the Iron Fists 
4399,5.4,Adam Goldberg,I Love Your Work 
4703,5.4,Ryan Smith,After 
1624,5.4,Gary Winick,Bride Wars 
2039,5.4,Ron Shelton,Play It to the Bone 
2549,5.4,Cyrus Nowrasteh,The Young Messiah 
2553,5.4,John Whitesell,See Spot Run 
1616,5.4,Chris Weitz,Down to Earth 
4801,5.4,Matt Jackson,Love in the Time of Monsters 
3078,5.4,Jaume Balagueró,Darkness 
263,5.4,Will Finn,Home on the Range 
266,5.4,Raja Gosnell,The Smurfs 2 
1631,5.4,William Shatner,Star Trek V: The Final Frontier 
316,5.4,Brad Silberling,Land of the Lost 
625,5.4,Michael Mann,Blackhat 
2628,5.4,Shawn Levy,Big Fat Liar 
1964,5.4,Ringo Lam,Maximum Risk 
2639,5.4,Cameron Crowe,Aloha 
4374,5.4,Corey Grant,Dysfunctional Friends 
309,5.4,Joel Schumacher,Batman Forever 
4727,5.4,Matt Walsh,High Road 
615,5.4,Betty Thomas,I Spy 
3061,5.4,Daisy von Scherler Mayer,The Guru 
2246,5.4,Steve Rash,Under the Rainbow 
3936,5.4,Mike Figgis,The Loss of Sexual Innocence 
3649,5.4,William Kaufman,The Hit List 
1012,5.4,Stephen Herek,Man of the House 
749,5.4,Brian Levant,Jingle All the Way 
1130,5.4,Danny Pang,Bangkok Dangerous 
3455,5.4,Siddharth Anand,Ta Ra Rum Pum 
3439,5.4,Eli Roth,Hostel: Part II 
843,5.4,Sam Weisman,George of the Jungle 
729,5.4,Adam Shankman,Cheaper by the Dozen 2 
3431,5.4,James Nunn,Green Street 3: Never Back Down 
4056,5.4,Jack Sholder,A Nightmare on Elm Street 2: Freddy's Revenge 
4060,5.4,David Raynr,Martin Lawrence Live: Runteldat 
1167,5.4,Catherine Hardwicke,Red Riding Hood 
3658,5.4,Christopher M. Bessette,Trade of Innocents 
3626,5.4,Jon Knautz,Goddess of Love 
1158,5.4,Reginald Hudlin,Boomerang 
1431,5.4,Walt Becker,Old Dogs 
3853,5.4,Andrew Erwin,Moms' Night Out 
3769,5.4,Scott Marshall,Keeping Up with the Steins 
3392,5.4,Joe Nussbaum,Prom 
1389,5.4,Cameron Crowe,Aloha 
3251,5.4,Gurinder Chadha,It's a Wonderful Afterlife 
1119,5.4,John Schultz,Aliens in the Attic 
4098,5.4,Darren Stein,Jawbreaker 
1396,5.4,Chris Rock,Head of State 
4104,5.4,Kevin Smith,Tusk 
4020,5.4,Mark Young,Wicked Blood 
1440,5.4,John Moore,Max Payne 
759,5.4,Geoff Murphy,Under Siege 2: Dark Territory 
1097,5.4,Luis Llosa,The Specialist 
3554,5.4,John R. Leonetti,Annabelle 
952,5.4,Hideo Nakata,The Ring Two 
3828,5.4,Scott Foley,Let's Kill Ward's Wife 
3310,5.4,Kevin Tancharoen,Glee: The 3D Concert Movie 
3832,5.4,Christophe Ali,Camping sauvage 
1405,5.4,Robert Rodriguez,Spy Kids 
3904,5.4,William Arntz,What the #$*! Do We (K)now!? 
1512,5.4,Ken Scott,Unfinished Business 
2964,5.3,Lionel C. Martin,How to Be a Player 
1741,5.3,Reginald Hudlin,Serving Sara 
3052,5.3,Gregory Poirier,Tomcats 
4177,5.3,Tony Giglio,Timber Falls 
4371,5.3,Tony Krantz,Sublime 
1783,5.3,Donald Petrie,Just My Luck 
4114,5.3,Leslye Headland,Bachelorette 
4173,5.3,Rand Ravich,The Astronaut's Wife 
4975,5.3,Myles Berkowitz,20 Dates 
4117,5.3,Tim Heidecker,Tim and Eric's Billion Dollar Movie 
557,5.3,Ron Shelton,Hollywood Homicide 
1117,5.3,John Gray,The Glimmer Man 
1742,5.3,Ben Falcone,The Boss 
612,5.3,Ron Howard,The Dilemma 
1433,5.3,Ken Kwapis,License to Wed 
4156,5.3,John Carl Buechler,Friday the 13th Part VII: The New Blood 
2961,5.3,Tim Hill,Max Keeble's Big Move 
3738,5.3,Harmony Korine,Spring Breakers 
4126,5.3,Will Canon,Demonic 
4939,5.3,Deborah Anderson,Aroused 
1686,5.3,Kevin Hooks,Fled 
580,5.3,Betty Thomas,Doctor Dolittle 
1451,5.3,Jaume Collet-Serra,House of Wax 
3341,5.3,Tom Elkins,The Haunting in Connecticut 2: Ghosts of Georgia 
1442,5.3,Alan Poul,The Back-up Plan 
2985,5.3,Jane Campion,In the Cut 
3836,5.3,Leonard Farlinger,All Hat 
2956,5.3,Elizabeth Allen Rosenbaum,Aquamarine 
3395,5.3,Fina Torres,Woman on Top 
1798,5.3,Malcolm D. Lee,"Welcome Home, Roscoe Jenkins "
3536,5.3,David Lam,Z Storm 
891,5.3,Jim Gillespie,Eye See You 
233,5.3,James L. Brooks,How Do You Know 
347,5.3,John Moore,A Good Day to Die Hard 
2038,5.3,Brian Robbins,Ready to Rumble 
3524,5.3,Bob Gosse,I Hope They Serve Beer in Hell 
4695,5.3,Jaume Collet-Serra,House of Wax 
2033,5.3,George Gallo,Double Take 
4705,5.3,Anna Mastro,Walter 
3538,5.3,Vladlen Barbe,Snow Queen 
2417,5.3,Bille Woodruff,Honey 
318,5.3,Ericson Core,Point Break 
1275,5.3,Sam Weisman,The Out-of-Towners 
1957,5.3,Steve Barron,The Adventures of Pinocchio 
2631,5.3,Jim Fall,The Lizzie McGuire Movie 
4743,5.3,Neema Barnette,Civil Brand 
2563,5.3,Robert Iscove,Boys and Girls 
2020,5.3,Ericson Core,Point Break 
2011,5.3,Ridley Scott,The Counselor 
1932,5.3,Ronny Yu,Bride of Chucky 
3622,5.3,Mark Tarlov,Simply Irresistible 
4011,5.3,Angela Robinson,D.E.B.S. 
2713,5.3,Tina Gordon Chism,Peeples 
2419,5.3,Rick Friedberg,Spy Hard 
4095,5.3,Tom Schulman,8 Heads in a Duffel Bag 
3687,5.3,George Ratliff,Salvation Boulevard 
4094,5.3,Anthony Hickox,Warlock: The Armageddon 
2333,5.3,Angelina Jolie Pitt,By the Sea 
1382,5.3,Fedor Bondarchuk,Obitaemyy ostrov 
2436,5.3,Chris Columbus,"I Love You, Beth Cooper "
486,5.3,Steven Brill,Little Nicky 
2108,5.3,Harry Elfont,Josie and the Pussycats 
4067,5.3,Patrick Read Johnson,Spaced Invaders 
3422,5.3,Claudia Llosa,Aloft 
2477,5.3,David Hayter,Wolves 
1335,5.3,Charles S. Dutton,Against the Ropes 
1172,5.3,Julie Anne Robinson,One for the Money 
4630,5.3,Jonathan Meyers,A Fine Step 
2729,5.3,Michael Chapman,The Clan of the Cave Bear 
2715,5.3,Vicky Jenson,Post Grad 
3057,5.3,Dewey Nicks,Slackers 
1394,5.3,Andrew Bergman,Isn't She Great 
4278,5.3,Jerry Jameson,Captive 
3761,5.3,J.S. Cardone,The Forsaken 
2234,5.3,Renny Harlin,The Covenant 
3213,5.3,Bob Odenkirk,The Brothers Solomon 
1531,5.3,Joe Charbanic,The Watcher 
758,5.3,Kevin Donovan,The Tuxedo 
4236,5.3,Rita Merson,Always Woodstock 
2264,5.3,Amy Heckerling,Loser 
3137,5.3,Joseph Zito,Invasion U.S.A. 
4305,5.3,Jugal Hansraj,Roadside Romeo 
2233,5.3,Anthony Bell,Alpha and Omega 
2307,5.3,Fred Wolf,Strange Wilderness 
4338,5.3,Michael Moore,Slacker Uprising 
3165,5.3,Joe Nussbaum,Sleepover 
3085,5.3,Sajid Khan,Housefull 
3090,5.3,Shintaro Shimosawa,Misconduct 
4258,5.3,Chris Kentis,Silent House 
1565,5.3,Norman Jewison,Bogus 
3272,5.3,David Hackl,Into the Grizzly Maze 
1519,5.3,Rand Ravich,The Astronaut's Wife 
3131,5.2,Ciarán Foy,Sinister 2 
4317,5.2,Phil Claydon,Vampire Killers 
3369,5.2,Masayuki Ochiai,Shutter 
1180,5.2,Gordon Chan,The Medallion 
4628,5.2,Robert Hall,Fear Clinic 
3171,5.2,Jeff Lowell,Over Her Dead Body 
672,5.2,Will Gluck,Annie 
1912,5.2,Cathy Malkasian,The Wild Thornberrys Movie 
3608,5.2,Dominique Othenin-Girard,Halloween 5 
1378,5.2,Catherine Hardwicke,Twilight 
474,5.2,Frank Coraci,Zookeeper 
3484,5.2,Craig R. Baxley,Action Jackson 
4004,5.2,Louis C.K.,Pootie Tang 
4834,5.2,Eric Mendelsohn,3 Backyards 
1857,5.2,Donald Petrie,Welcome to Mooseport 
3880,5.2,Kenny Ortega,High School Musical 
4473,5.2,Tyler Oliver,Forget Me Not 
2571,5.2,Richard Benjamin,My Stepmother Is an Alien 
4078,5.2,David Raynr,Trippin' 
614,5.2,Andrzej Bartkowiak,Doom 
3731,5.2,Bille Woodruff,Addicted 
4777,5.2,Luke Dye,The Little Ponderosa Zoo 
2773,5.2,Sylvain White,Stomp the Yard 
1362,5.2,Steve Miner,Texas Rangers 
3715,5.2,David Gelb,The Lazarus Effect 
837,5.2,Tim Hill,Alvin and the Chipmunks 
3254,5.2,Jim Issa,Good Intentions 
2470,5.2,Chuck Russell,I Am Wrath 
4137,5.2,Youssef Delara,Enter the Dangerous Mind 
4597,5.2,Nickolas Perry,Speedway Junky 
1637,5.2,Frederik Du Chau,Racing Stripes 
1367,5.2,J Blakeson,The 5th Wave 
3261,5.2,Sarik Andreasyan,American Heist 
2010,5.2,Inna Evlannikova,Space Dogs 
464,5.2,Les Mayfield,Flubber 
224,5.2,Mark Steven Johnson,Ghost Rider 
